Lot,Vitrox ID,Recipe,Start Time,End Time,Yield,Total Inspected,Total Reject
4959203.1,,SKY55446+REV,2024/10/20 19:41:05,2024/10/21 07:07:14,,,
875,6VTRX07,SKY55446+REV3,2024/10/20 19:41:05,2024/10/21 07:07:14,100.000%,20251,0
4959203.1,,SKY55446+REV,2024/10/20 19:41:05,2024/10/21 07:45:10,,,
4959203.1,,SKY55446+REV,2024/10/20 19:41:05,2024/10/21 07:45:10,,,
,6VTRX07,SKY55446+REV3,2024/10/20 19:41:05,2024/10/21 07:45:10,99.002%,21543,215
4959203.1,,SKY55446+REV,2024/10/20 19:41:05,2024/10/21 06:59:40,,,
4959203.1,,SKY55446+REV,2024/10/20 19:41:05,2024/10/21 06:59:40,,,
875,6VTRX07,SKY55446+REV3,2024/10/20 19:41:05,2024/10/21 06:59:40,95.094%,21402,1050
4959204.1,,SKY55446+REV,2024/10/11 16:09:52,2024/10/11 23:02:39,,,
4959204.1,,SKY55446+REV,2024/10/11 16:09:52,2024/10/11 23:02:39,,,
,6VTRX07,SKY55446+REV3,2024/10/11 16:09:52,2024/10/11 23:02:39,99.145%,21407,183
4959204.1,,SKY55446+REV,2024/10/11 16:09:52,2024/10/11 21:29:27,,,
4959204.1,,SKY55446+REV,2024/10/11 16:09:52,2024/10/11 21:29:27,,,
862,6VTRX07,SKY55446+REV3,2024/10/11 16:09:52,2024/10/11 21:29:27,94.852%,21212,1092
4986251.1,,SKY55446+REV,2024/10/28 12:21:32,2024/10/29 00:29:22,,,
4986251.1,,SKY55446+REV,2024/10/28 12:21:32,2024/10/29 00:29:22,,,
,6VTRX07,SKY55446+REV3,2024/10/28 12:21:32,2024/10/29 00:29:22,100.000%,11500,0
4986251.1 DEETAPE,,SKY55446+REV,2024/10/28 18:41:50,2024/10/28 18:48:07,,,
4986251.1 DEETAPE,6VTRX07,SKY55446+REV3,2024/10/28 18:41:50,2024/10/28 18:48:07,0.000%,0,0
4986251.1 DEETAPE1,,SKY55446+REV,2024/10/28 18:50:57,2024/10/28 18:52:58,,,
4986251.1 DEETAPE1,6VTRX07,SKY55446+REV3,2024/10/28 18:50:57,2024/10/28 18:52:58,0.000%,0,0
4986251.1 DEETAPE2,,SKY55446+REV,2024/10/28 18:56:38,2024/10/28 19:00:00,,,
4986251.1 DEETAPE2,6VTRX07,SKY55446+REV3,2024/10/28 18:56:38,2024/10/28 19:00:00,0.000%,0,0
4986251.1 DEETAPE3,,SKY55446+REV,2024/10/28 19:02:49,2024/10/28 19:15:18,,,
4986251.1 DEETAPE3,6VTRX07,SKY55446+REV3,2024/10/28 19:02:49,2024/10/28 19:15:18,0.000%,0,0
4986251.1 DEETAPE5,,SKY55446+REV,2024/10/28 19:30:24,2024/10/28 19:32:14,,,
4986251.1 DEETAPE5,6VTRX07,SKY55446+REV3,2024/10/28 19:30:24,2024/10/28 19:32:14,0.000%,0,0
4986251.1 DEETAPE6,,SKY55446+REV,2024/10/28 19:46:20,2024/10/28 19:53:26,,,
4986251.1 DEETAPE6,6VTRX07,SKY55446+REV3,2024/10/28 19:46:20,2024/10/28 19:53:26,0.000%,0,0
4986251.1 DEETAPE7,,SKY55446+REV,2024/10/28 20:03:37,2024/10/28 20:14:31,,,
4986251.1 DEETAPE7,6VTRX07,SKY55446+REV3,2024/10/28 20:03:37,2024/10/28 20:14:31,100.000%,20,0
4986251.1,,SKY55446+REV,2024/10/28 12:21:32,2024/10/28 18:14:34,,,
4986251.1,,SKY55446+REV,2024/10/28 12:21:32,2024/10/28 18:14:34,,,
5,6VTRX07,SKY55446+REV3,2024/10/28 12:21:32,2024/10/28 18:14:34,88.182%,15891,1878
4986251.2,,SKY55446+REV,2024/10/29 00:38:15,2024/10/29 15:44:50,,,
4986251.2,,SKY55446+REV,2024/10/29 00:38:15,2024/10/29 15:44:50,,,
796,6VTRX07,SKY55446+REV3,2024/10/29 00:38:15,2024/10/29 15:44:50,80.674%,9878,1909
4986251.2,,SKY55446+REV,2024/10/29 00:38:15,2024/10/29 18:33:45,,,
4986251.2,,SKY55446+REV,2024/10/29 00:38:15,2024/10/29 18:33:45,,,
,6VTRX07,SKY55446+REV3,2024/10/29 00:38:15,2024/10/29 18:33:45,93.375%,9902,656
4986251.2,,SKY55446+REV,2024/10/29 00:38:15,2024/10/29 06:42:12,,,
4986251.2,,SKY55446+REV,2024/10/29 00:38:15,2024/10/29 06:42:12,,,
10,6VTRX07,SKY55446+REV3,2024/10/29 00:38:15,2024/10/29 06:42:12,83.262%,2109,353
D,,SKY55446+REV,2024/10/09 07:59:10,2024/10/09 07:59:19,,,
D,6VTRX07,SKY55446+REV2,2024/10/09 07:59:10,2024/10/09 07:59:19,0.000%,0,0
DETAPE TEST 2,,SKY55446+REV,2024/10/23 15:20:49,2024/10/23 15:44:46,,,
DETAPE TEST 2,6VTRX07,SKY55446+REV3,2024/10/23 15:20:49,2024/10/23 15:44:46,100.000%,1199,0
DETAPE TEST,,SKY55446+REV,2024/10/23 14:52:28,2024/10/23 15:19:23,,,
DETAPE TEST,,SKY55446+REV,2024/10/23 14:52:28,2024/10/23 15:19:23,,,
120,6VTRX07,SKY55446+REV3,2024/10/23 14:52:28,2024/10/23 15:19:23,100.000%,1208,0
PRUEBA DETAPE 1,,SKY55446+REV,2024/10/28 09:50:56,2024/10/28 10:53:11,,,
PRUEBA DETAPE 1,6VTRX07,SKY55446+REV3,2024/10/28 09:50:56,2024/10/28 10:53:11,100.000%,253,0
PRUEBA DETAPE 1,,SKY55446+REV,2024/10/28 09:50:56,2024/10/28 09:53:44,,,
PRUEBA DETAPE 1,6VTRX07,SKY55446+REV3,2024/10/28 09:50:56,2024/10/28 09:53:44,0.000%,0,0
PRUEBA TAPE 1,,SKY55446+REV,2024/10/28 08:39:10,2024/10/28 09:03:33,,,
PRUEBA TAPE 1,,SKY55446+REV,2024/10/28 08:39:10,2024/10/28 09:03:33,,,
40,6VTRX07,SKY55446+REV3,2024/10/28 08:39:10,2024/10/28 09:03:33,91.055%,1688,151
1.6X1.8 DETAPING HANDLING TEST,6VTRX08,1.6x1.8 simulation,2024/10/17 15:24:13,2024/10/17 15:42:38,100.000 %,,0
1.6X1.8 HANDLING TEST,6VTRX08,1.6x1.8 simulation,2024/10/16 13:54:50,2024/10/16 14:55:49,97.214%,3195,89
1.6X1.8 HANDLING,6VTRX08,1.6x1.8 simulation,2024/10/16 15:50:04,2024/10/16 17:16:48,79.384 %,,596
34,6VTRX08,1.6x1.8 simulation,2024/10/17 11:01:36,2024/10/17 15:14:56,98.638 %,,35
1O PIEZAS,6VTRX08,SKY55446+REV5,2024/10/21 15:29:24,2024/10/21 15:35:08,21.053 %,,15
2170761.1,6VTRX08,SKY53923-11 STR,2024/10/12 06:26:57,2024/10/12 07:34:08,94.977%,2150,108
2170761.2 RESCAN,6VTRX08,SKY53923-11 STR,2024/10/12 07:36:23,2024/10/12 08:55:23,77.570%,107,24
2171477.1 -R1,6VTRX08,SKY53904+REV1 2D,2024/10/08 02:20:44,2024/10/08 04:17:41,35.808%,687,441
2171477.1 -R1,6VTRX08,SKY53904+REV1 2D,2024/10/08 02:20:44,2024/10/08 04:08:09,35.901%,688,441
2171477.1 STR R2,6VTRX08,SKY53904+REV1 2D,2024/10/08 17:43:39,2024/10/08 19:55:01,72.086%,1064,297
2171477.1 STR R2,6VTRX08,SKY53904+REV1 2D,2024/10/08 17:43:39,2024/10/08 20:10:23,80.921%,1064,203
2171477.1 STR R2,6VTRX08,SKY53904+REV1 2D,2024/10/08 17:43:39,2024/10/08 17:47:58,100.000%,246,0
2171477.1 STR R3,6VTRX08,SKY53904+REV1 2D,2024/10/08 20:11:12,2024/10/08 20:24:20,76.518%,494,116
2171477.1,6VTRX08,SKY53904+REV1 2D,2024/10/07 11:18:14,2024/10/07 15:52:29,75.428%,6654,1635
2171477.1,6VTRX08,SKY53904+REV1 2D,2024/10/07 11:18:14,2024/10/08 02:17:19,94.091%,6363,376
2171477.1,6VTRX08,SKY53904+REV1 2D,2024/10/07 11:18:14,2024/10/07 14:50:39,70.508%,6656,1963
2171734.1,6VTRX08,SKY53923-11 STR,2024/10/11 17:11:33,2024/10/11 18:51:57,99.045%,1047,10
2172732.2 RES 2,6VTRX08,SKY58470+STR+REV1,2024/10/06 15:01:57,2024/10/06 15:07:13,78.571%,56,12
2172732.2 RES,6VTRX08,SKY58470+STR+REV1,2024/10/06 12:13:01,2024/10/06 14:32:00,86.104%,403,56
2172732.2,6VTRX08,SKY58470+STR+REV1,2024/10/06 06:48:47,2024/10/06 08:33:55,82.175%,2115,377
2173788.1,6VTRX08,SKY53938-12 STR,2024/10/10 07:27:22,2024/10/10 07:34:40,6.977%,129,120
2174348.1 BUENAS STR,6VTRX08,SKY58480+STR+REV1,2024/10/23 01:00:58,2024/10/23 03:03:36,83.347 %,,1003
2174348.1 STR.1,6VTRX08,SKY58480+STR+REV1,2024/10/23 00:42:55,2024/10/23 00:56:09,56.658 %,,166
2174348.1 STR,6VTRX08,SKY58480+STR+REV1,2024/10/23 00:04:33,2024/10/23 00:38:08,79.046 %,,382
2174407.1 RESCAN,6VTRX08,SKY58480+STR+REV1,2024/10/23 06:11:25,2024/10/23 06:38:51,76.355 %,,301
2174407.1 RW SPUTTERING,6VTRX08,SKY58480+STR+REV1,2024/10/23 06:53:15,2024/10/23 07:00:24,80.876 %,,48
2174407.1,6VTRX08,SKY58480+STR+REV1,2024/10/23 03:53:16,2024/10/23 05:58:51,81.107 %,,1273
2174431.1 S2,6VTRX08,SKY58452-12+STR,2024/10/12 21:25:17,2024/10/12 21:51:53,91.797%,256,21
2174431.1 S3 STR,6VTRX08,SKY58452-12+STR,2024/10/12 23:11:55,2024/10/12 23:18:23,92.893%,197,14
2174431.1 S4 STR,6VTRX08,SKY58452-12+STR,2024/10/12 23:39:12,2024/10/12 23:45:03,95.736%,258,11
2174431.1 S5 STR,6VTRX08,SKY58452-12+STR,2024/10/12 23:53:35,2024/10/13 00:01:50,93.023%,258,18
2174431.1 S6 STR,6VTRX08,SKY58452-12+STR,2024/10/13 00:28:47,2024/10/13 01:11:54,91.051%,257,23
2174431.1 S7 STR,6VTRX08,SKY58452-12+STR,2024/10/13 01:31:13,2024/10/13 02:05:51,84.739%,249,38
2174431.1,6VTRX08,SKY58452-12+STR,2024/10/12 19:41:10,2024/10/12 20:16:46,2.016%,248,243
2174431.2 S3 STR,6VTRX08,SKY58452-12+STR,2024/10/12 23:24:14,2024/10/12 23:27:32,85.714%,14,2
2174431.2 S5 STR,6VTRX08,SKY58452-12+STR,2024/10/13 00:17:20,2024/10/13 00:22:59,22.222%,18,14
2174431.2 S6 STR,6VTRX08,SKY58452-12+STR,2024/10/13 01:21:41,2024/10/13 01:25:21,65.217%,23,8
2174431.2 S7 STR,6VTRX08,SKY58452-12+STR,2024/10/13 02:12:40,2024/10/13 02:17:11,55.263%,38,17
2174431.2,6VTRX08,SKY58452-12+STR,2024/10/12 20:48:23,2024/10/12 21:03:11,76.210%,248,59
2174431.3,6VTRX08,SKY58452-12+STR,2024/10/12 21:14:14,2024/10/12 21:18:35,77.966%,59,13
307591 STR R,6VTRX08,SKY53943+STR+REV1,2024/10/20 10:40:09,2024/10/20 10:43:30,92.857 %,,2
307591 STR,6VTRX08,SKY53943+STR+REV1,2024/10/20 09:32:46,2024/10/20 10:38:31,98.318 %,,25
307592 STR,6VTRX08,SKY53943+STR+REV1,2024/10/20 10:47:58,2024/10/20 11:06:52,99.810 %,,2
307592 STR,6VTRX08,SKY53943+STR+REV1,2024/10/20 10:47:58,2024/10/20 10:59:11,98.475 %,,16
32493550.1,6VTRX08,SKY59727 - TRAY,2024/10/07 06:27:35,2024/10/07 08:41:36,87.730%,13178,1617
32493550.2 DETAPE,6VTRX08,SKY59727 - DETAPE,2024/10/06 17:37:22,2024/10/06 19:58:22,100.000%,8984,0
32493550.2,6VTRX08,SKY59727 - TRAY,2024/10/05 07:35:37,2024/10/07 09:22:04,79.056%,2225,466
32493550.,6VTRX08,SKY59727,2024/10/05 07:35:37,2024/10/05 07:52:11,89.450%,436,46
32493550.3,6VTRX08,SKY59727,2024/10/04 21:22:05,2024/10/05 01:07:13,99.384%,10880,67
32493550.3,6VTRX08,SKY59727,2024/10/05 12:55:56,2024/10/05 14:06:11,0.000%,0,0
32493550.3DETAPE,6VTRX08,SKY59727 - DETAPE,2024/10/05 14:23:16,2024/10/05 15:10:42,0.000%,0,0
,6VTRX08,SKY55446+REV3,2024/10/01 08:41:47,2024/10/01 15:14:58,99.700%,21345,64
298,6VTRX08,SKY55446+REV3,2024/10/01 08:41:47,2024/10/01 10:45:30,95.883%,6315,260
921,6VTRX08,SKY55446+REV5,2024/10/18 21:52:28,2024/10/19 06:34:16,96.768 %,,692
971,6VTRX08,SKY55446+REV5,2024/10/18 21:52:28,2024/10/19 08:33:06,98.455 %,,333
,6VTRX08,SKY55446+REV5,2024/10/18 21:52:28,2024/10/19 08:39:34,100.000 %,,0
919,6VTRX08,SKY55446+REV5,2024/10/20 11:36:50,2024/10/21 00:11:52,96.615 %,,725
,6VTRX08,SKY55446+REV5,2024/10/20 11:36:50,2024/10/21 01:07:01,98.385 %,,345
785,6VTRX08,SKY55446+REV5,2024/10/20 11:36:50,2024/10/20 17:26:30,91.523 %,,1794
934,6VTRX08,SKY55446+REV5,2024/10/17 17:19:07,2024/10/18 04:18:00,97.804 %,,468
952,6VTRX08,SKY55446+REV5,2024/10/17 17:19:07,2024/10/18 05:11:00,98.556 %,,308
,6VTRX08,SKY55446+REV5,2024/10/17 17:19:07,2024/10/18 05:23:37,100.000 %,,0
790,6VTRX08,SKY55446+REV5,2024/10/17 17:19:07,2024/10/18 02:40:58,91.750 %,,1746
,6VTRX08,SKY55446+REV3,2024/10/01 15:37:24,2024/10/01 20:58:32,99.624%,21526,81
940,6VTRX08,SKY55446+REV3,2024/10/01 15:37:24,2024/10/01 20:20:41,97.120%,21530,620
4957497.1 DETAPE,6VTRX08,SKY55446+REV4,2024/10/11 07:19:24,2024/10/11 07:32:10,100.000%,200,0
,6VTRX08,SKY55446+REV4,2024/10/11 08:14:33,2024/10/11 14:08:47,99.392%,21541,131
950,6VTRX08,SKY55446+REV4,2024/10/11 08:14:33,2024/10/11 13:27:57,98.311%,21379,361
701,6VTRX08,SKY55446+REV5,2024/10/19 18:23:38,2024/10/20 06:15:14,89.807 %,,2103
893,6VTRX08,SKY55446+REV5,2024/10/19 18:23:38,2024/10/20 08:01:54,96.296 %,,786
,6VTRX08,SKY55446+REV5,2024/10/19 18:23:38,2024/10/20 09:11:55,98.856 %,,243
4957918.1-DETAPE,6VTRX08,SKY55446+REV5,2024/10/19 11:36:23,2024/10/19 15:49:42,100.000 %,,0
4957918.1-DETAPE,6VTRX08,SKY55446+REV5,2024/10/19 11:36:23,2024/10/19 12:19:34,100.000 %,,0
872,6VTRX08,SKY55446+REV5,2024/10/19 18:23:38,2024/10/20 00:39:47,80.424 %,,2752
46,6VTRX08,SKY55446+REV3,2024/10/09 15:48:45,2024/10/09 16:35:05,96.496%,1484,52
4957920.1 DETAPE,6VTRX08,SKY55446+REV3,2024/10/09 11:14:24,2024/10/09 11:26:41,100.000%,729,0
,6VTRX08,SKY55446+REV3,2024/10/09 16:39:48,2024/10/10 07:14:02,89.465%,16212,1708
325,6VTRX08,SKY55446+REV3,2024/10/09 16:39:48,2024/10/09 19:16:58,94.426%,4539,253
,6VTRX08,SKY55446+REV3,2024/10/10 08:36:21,2024/10/10 12:03:11,98.205%,10030,180
949,6VTRX08,SKY55446+REV3,2024/10/10 08:36:21,2024/10/10 11:30:14,96.699%,9815,324
13,6VTRX08,SKY55446+REV3,2024/10/10 07:53:18,2024/10/10 08:28:27,96.701%,1273,42
,6VTRX08,SKY55446+REV3,2024/10/10 12:16:22,2024/10/10 18:18:31,99.574%,21582,92
,6VTRX08,SKY55446+REV3,2024/10/10 12:16:22,2024/10/10 18:51:20,100.000%,11500,0
942,6VTRX08,SKY55446+REV3,2024/10/10 12:16:22,2024/10/10 17:33:41,97.506%,21451,535
957,6VTRX08,SKY55446+REV3,2024/10/10 19:37:49,2024/10/11 03:40:15,99.528%,21177,100
,6VTRX08,SKY55446+REV3,2024/10/10 19:37:49,2024/10/11 04:34:06,100.000%,21077,0
883,6VTRX08,SKY55446+REV3,2024/10/10 19:37:49,2024/10/11 02:43:20,97.410%,20923,542
936,6VTRX08,SKY55446+REV4,2024/10/05 20:13:38,2024/10/06 04:25:29,98.392%,21204,341
944,6VTRX08,SKY55446+REV4,2024/10/05 20:13:38,2024/10/06 05:08:33,98.797%,21199,255
,6VTRX08,SKY55446+REV4,2024/10/05 20:13:38,2024/10/06 05:19:11,100.000%,20944,0
806,6VTRX08,SKY55446+REV4,2024/10/05 20:13:38,2024/10/06 02:59:45,92.655%,21115,1551
,6VTRX08,SKY55446+REV4,2024/10/02 19:19:05,2024/10/03 01:43:59,93.196%,9392,639
848,6VTRX08,SKY55446+REV4,2024/10/02 19:19:05,2024/10/03 00:31:12,90.313%,9415,912
4958153.1DEP,6VTRX08,SKY55446+REV4,2024/10/02 17:51:21,2024/10/02 18:25:37,100.000%,1127,0
4958154.1 DETAPE,6VTRX08,SKY55446+REV3,2024/10/02 00:45:26,2024/10/02 01:16:48,100.000%,655,0
729,6VTRX08,SKY55446+REV4,2024/10/03 03:27:39,2024/10/03 12:26:29,96.574%,19467,667
729,6VTRX08,SKY55446+REV4,2024/10/03 03:27:39,2024/10/03 13:51:35,98.114%,19410,366
,6VTRX08,SKY55446+REV4,2024/10/03 13:54:04,2024/10/03 18:14:59,26.917%,665,486
747,6VTRX08,SKY55446+REV4,2024/10/03 13:54:04,2024/10/03 14:44:55,27.027%,666,486
691,6VTRX08,SKY55446+REV4,2024/10/03 03:27:39,2024/10/03 09:40:01,94.803%,19453,1011
,6VTRX08,SKY55446+REV3,2024/10/02 01:58:35,2024/10/02 08:09:25,98.568%,20047,287
755,6VTRX08,SKY55446+REV3,2024/10/02 01:58:35,2024/10/02 07:27:30,96.227%,19824,748
855,6VTRX08,SKY55446+REV5,2024/10/21 03:15:00,2024/10/21 13:32:23,94.539 %,,1160
960,6VTRX08,SKY55446+REV5,2024/10/21 03:15:00,2024/10/21 14:28:24,98.774 %,,262
,6VTRX08,SKY55446+REV5,2024/10/21 03:15:00,2024/10/21 14:52:59,99.302 %,,149
331,6VTRX08,SKY55446+REV5,2024/10/21 03:15:00,2024/10/21 07:11:44,82.986 %,,1167
,6VTRX08,SKY55446+REV5,2024/10/21 20:19:00,2024/10/22 07:47:25,98.327 %,,354
854,6VTRX08,SKY55446+REV5,2024/10/21 20:19:00,2024/10/22 06:29:35,95.661 %,,911
,6VTRX08,SKY55446+REV4,2024/10/03 18:44:31,2024/10/04 01:46:54,99.191%,21513,174
873,6VTRX08,SKY55446+REV4,2024/10/03 18:44:31,2024/10/04 00:32:38,95.123%,21264,1037
737,6VTRX08,SKY55446 modificacion crack,2024/10/24 08:44:00,2024/10/25 10:32:20,97.925 %,,400
759,6VTRX08,SKY55446 modificacion crack,2024/10/24 08:44:00,2024/10/25 11:34:16,99.107 %,,172
,6VTRX08,SKY55446 modificacion crack,2024/10/24 08:44:00,2024/10/25 11:40:56,100.000 %,,0
513,6VTRX08,SKY55446 modificacion crack,2024/10/24 08:44:00,2024/10/24 15:16:39,87.741 %,,2327
,6VTRX08,SKY55446+REV5,2024/10/18 07:18:56,2024/10/18 20:06:20,99.197 %,,171
656,6VTRX08,SKY55446+REV5,2024/10/18 07:18:56,2024/10/18 16:40:13,87.090 %,,2678
929,6VTRX08,SKY55446+REV5,2024/10/18 07:18:56,2024/10/18 18:37:39,97.721 %,,485
250,6VTRX08,SKY55446+REV5,2024/10/18 07:18:56,2024/10/18 10:16:00,78.314 %,,1335
952,6VTRX08,SKY55446+REV4,2024/10/04 02:50:47,2024/10/04 12:59:20,98.487%,21352,323
,6VTRX08,SKY55446+REV4,2024/10/04 02:50:47,2024/10/04 13:49:45,99.382%,21354,132
897,6VTRX08,SKY55446+REV4,2024/10/04 02:50:47,2024/10/04 09:03:44,97.106%,21218,614
929,6VTRX08,SKY55446+REV4,2024/10/13 04:09:41,2024/10/13 11:42:12,97.656%,21291,499
,6VTRX08,SKY55446+REV4,2024/10/13 04:09:41,2024/10/13 12:06:25,99.610%,21284,83
908,6VTRX08,SKY55446+REV4,2024/10/13 04:09:41,2024/10/13 10:21:27,96.713%,21299,700
,6VTRX08,SKY55446+REV4,2024/10/13 12:10:50,2024/10/13 16:25:09,99.376%,21002,131
902,6VTRX08,SKY55446+REV4,2024/10/13 12:10:50,2024/10/13 15:59:30,98.348%,20883,345
4959202.1 DEEAPE,6VTRX08,SKY55446+REV4,2024/10/14 01:49:38,2024/10/14 03:07:12,100.000%,4992,0
,6VTRX08,SKY55446+REV4,2024/10/13 17:19:56,2024/10/14 05:02:13,99.320%,17049,116
493,6VTRX08,SKY55446+REV4,2024/10/13 17:19:56,2024/10/13 21:26:22,96.076%,17102,671
4960999.1,6VTRX08,SKY58455-Laterales-81,2024/10/22 15:56:26,2024/10/22 17:49:53,98.830 %,,114
4960999.1,6VTRX08,SKY58455-Laterales-81,2024/10/22 15:56:26,2024/10/22 17:26:45,97.106 %,,282
GOMA-93,6VTRX08,SKY55446+REV3,2024/10/01 23:20:01,2024/10/01 23:30:03,6.373%,204,191
PRUEBA,6VTRX08,SKY53923-11 STR,2024/10/11 15:50:54,2024/10/11 15:56:10,94.000%,150,9
PRUEBAS TAPE,6VTRX08,SKY55446+REV3,2024/10/02 09:56:51,2024/10/02 10:16:07,5.000%,240,228
TEST 1.6X1.8 1,6VTRX08,SKY55476-12 STR,2024/10/28 11:07:00,2024/10/28 13:34:42,86.683 %,,112
5,6VTRX08,SKY55476-12 STR,2024/10/28 15:01:05,2024/10/28 16:02:21,89.891 %,,167
6,6VTRX08,SKY55476-12 STR,2024/10/28 16:40:58,2024/10/28 17:17:52,85.086 %,,200
TEST 1.6X1.8 5 DETAPE,6VTRX08,SKY55476-12 STR,2024/10/29 10:20:57,2024/10/29 10:52:32,100.000 %,,0
121,6VTRX08,SKY55476-12 STR,2024/10/29 08:39:55,2024/10/29 10:18:44,88.910 %,,172
41,6VTRX08,SKY55476-12 STR,2024/10/29 08:39:55,2024/10/29 09:00:58,93.254 %,,68
TEST 1.6X1.8 6 DETAPE,6VTRX08,SKY55476-12 STR,2024/10/29 15:30:04,2024/10/29 16:28:53,100.000 %,,0
24,6VTRX08,SKY55476-12 STR,2024/10/29 13:34:22,2024/10/29 14:27:28,90.684 %,,98
35,6VTRX08,SKY55476-12 STR,2024/10/29 13:34:22,2024/10/29 14:53:34,93.425 %,,48
143,6VTRX08,SKY55476-12 STR,2024/10/29 13:34:22,2024/10/29 15:27:46,91.667 %,,131
5,6VTRX08,SKY55476-12 STR,2024/10/29 13:34:22,2024/10/29 13:44:16,87.200 %,,48
139,6VTRX08,SKY55476-12 STR,2024/10/29 16:56:24,2024/10/29 17:34:45,89.545 %,,163
TEST 1.6X1.8,6VTRX08,SKY58486-12 STR,2024/10/28 10:04:36,2024/10/28 10:08:49,0.000 %,,0
