Lot,Vitrox ID,Recipe,Start Time,End Time,Yield,Total Inspected,Total Reject,Output Mode
WITH RETEST,1,SKY55446+REV14_TEST ONL,2024/11/20 10:28:42,2024/11/20 10:50:29,,,,
WITH RETEST,6VTRX07,SKY55446+REV14_TEST ONLY,2024/11/20 10:28:42,2024/11/20 10:50:29,90.625%,640,60,
2172731.1 K307 RESCAN,6VTRX08,SKY58470+STR+REV1,2024/11/22 17:22:38,2024/11/22 17:33:11,79.936 %,,63,
2172731.1 K307,6VTRX08,SKY58470+STR+REV1,2024/11/22 16:40:27,2024/11/22 17:19:40,82.953 %,,314,
2172731.1 RESCAN,6VTRX08,SKY58470+STR+REV1,2024/11/22 16:10:06,2024/11/22 16:21:52,74.801 %,,95,
2172731.1,6VTRX08,SKY58470+STR+REV1,2024/11/22 14:30:48,2024/11/22 16:04:32,79.731 %,,377,
2175792.1 STR RESCAN,6VTRX08,SKY53938-11 STR,2024/11/24 20:24:14,2024/11/24 20:32:14,32.283 %,,86,
2175792.1 STR V1 RESCAN,6VTRX08,SKY53938-11 STR,2024/11/24 16:27:12,2024/11/24 16:54:22,43.564 %,,57,
2175792.1 STR V1,6VTRX08,SKY53938-11 STR,2024/11/24 15:44:40,2024/11/24 16:00:00,22.901 %,,101,
2175792.1 STR V2,6VTRX08,SKY53938-11 STR,2024/11/24 17:19:27,2024/11/24 17:32:11,14.961 %,,108,
2175792.1 STR V3 RESCAN,6VTRX08,SKY53938-11 STR,2024/11/24 23:56:45,2024/11/25 00:03:02,10.891 %,,90,
2175792.1 STR V3,6VTRX08,SKY53938-11 STR,2024/11/24 20:41:56,2024/11/24 22:12:37,21.094 %,,101,
2175792.1 STRV1,6VTRX08,SKY53938-11 STR,2024/11/25 14:45:28,2024/11/25 14:50:03,0.000 %,,55,
2175792.1 STRV2,6VTRX08,SKY53938-11 STR,2024/11/25 15:02:47,2024/11/25 15:08:51,1.163 %,,85,
2175792.1 STRV3,6VTRX08,SKY53938-11 STR,2024/11/25 15:16:08,2024/11/25 15:22:26,0.000 %,,90,
4984978.1,6VTRX08,SKY55446+REV12,2024/11/24 01:48:03,2024/11/24 08:32:05,99.541 %,,98,
4984978.1,6VTRX08,SKY55446+REV12,2024/11/24 01:48:03,2024/11/24 07:44:37,94.621 %,,1143,
4997387.1,6VTRX08,SKY55446+REV12,2024/11/26 08:23:17,2024/11/26 11:58:48,99.799 %,,34,
4997387.1,6VTRX08,SKY55446+REV12,2024/11/26 08:23:17,2024/11/26 11:20:08,98.822 %,,199,
5013958.1,6VTRX08,SKY55446+REV13,2024/11/24 09:37:01,2024/11/24 14:25:08,88.885 %,,1728,
5013958.2,6VTRX08,SKY55446+REV13,2024/11/25 07:00:29,2024/11/25 09:43:34,98.610 %,,138,
5013958.2,6VTRX08,SKY55446+REV13,2024/11/25 07:00:29,2024/11/25 09:15:01,92.493 %,,740,
5013960.1,6VTRX08,SKY55446+REV12,2024/11/20 19:24:59,2024/11/21 00:25:00,99.785 %,,46,
5013960.1,6VTRX08,SKY55446+REV12,2024/11/20 19:24:59,2024/11/20 23:57:28,98.225 %,,381,
5013964.1,6VTRX08,SKY55446+REV12,2024/11/25 15:54:53,2024/11/25 23:31:40,99.786 %,,46,
5013964.1,6VTRX08,SKY55446+REV12,2024/11/25 15:54:53,2024/11/25 22:02:52,97.770 %,,491,
5013966.1,6VTRX08,SKY55446+REV12,2024/11/23 10:06:32,2024/11/23 17:05:22,99.290 %,,152,
5013966.1,6VTRX08,SKY55446+REV12,2024/11/23 10:06:32,2024/11/23 16:15:20,97.892 %,,449,
5013967.1,6VTRX08,SKY55446+REV12,2024/11/26 06:27:15,2024/11/26 07:22:34,89.808 %,,159,
5013969.1,6VTRX08,SKY55446+REV12,2024/11/21 01:09:24,2024/11/21 07:23:39,99.631 %,,79,
5013969.1,6VTRX08,SKY55446+REV12,2024/11/21 01:09:24,2024/11/21 05:50:36,97.099 %,,628,
5013971.1,6VTRX08,SKY55446+REV13,2024/11/25 09:47:49,2024/11/25 14:09:27,99.462 %,,116,
5013971.1,6VTRX08,SKY55446+REV13,2024/11/25 09:47:49,2024/11/25 13:36:47,96.564 %,,737,
5015321.1,6VTRX08,SKY55446+REV12,2024/11/23 17:30:09,2024/11/24 01:01:11,99.402 %,,128,
5015321.1,6VTRX08,SKY55446+REV12,2024/11/23 17:30:09,2024/11/24 00:05:43,93.987 %,,1298,
NR,6VTRX08,SKY55446+REV12_TEST,2024/11/20 09:30:33,2024/11/20 09:36:05,0.000 %,,80,
NRT,6VTRX08,SKY55446+REV12_TEST,2024/11/20 09:49:31,2024/11/20 09:55:06,84.375 %,,5,
TEST 1.8X1.6 2,6VTRX08,SKY55476-12 STR,2024/11/21 07:48:14,2024/11/21 15:22:14,95.692 %,,108,
TEST 1.8X1.6 2,6VTRX08,SKY55476-12 STR,2024/11/21 07:48:14,2024/11/21 11:09:55,88.260 %,,249,
TEST 1.8X1.6,6VTRX08,SKY55446+REV12,2024/11/20 16:40:43,2024/11/20 17:34:17,0.000 %,,92,
