Lot,Vitrox ID,Recipe,Start Time,End Time,Yield,Total Inspected,Total Reject
4741944.,6VTRX02,SKY58253+REV5,2024/03/24 20:17:59,2024/03/24 20:28:52,59.509%,326,
4741946.1,6VTRX02,SKY58253+REV5,2024/03/24 05:38:55,2024/03/24 07:13:19,95.331%,8653,
4741946.2,6VTRX02,SKY58253+REV5,2024/03/24 07:24:01,2024/03/24 07:35:31,58.663%,404,
4741947.1,6VTRX02,SKY58253+REV5,2024/03/29 05:18:42,2024/03/29 07:00:38,96.336%,8679,
4741947.,6VTRX02,SKY58253+REV5,2024/03/29 07:16:17,2024/03/29 07:30:34,67.712%,319,
4741983.1,6VTRX02,SKY58083+REV6,2024/03/25 18:50:35,2024/03/25 19:33:39,97.199%,5390,
4742275.1,6VTRX02,SKYA21055+REV6,2024/03/22 14:44:24,2024/03/22 16:23:37,99.009%,8473,
4742275.,6VTRX02,SKYA21055+REV6,2024/03/22 16:25:31,2024/03/22 16:30:30,84.524%,84,
4742278.1,6VTRX02,SKYA21055+REV6,2024/03/28 04:32:43,2024/03/28 04:37:46,98.148%,216,
4743114.1,6VTRX02,SKY58083+REV6,2024/03/26 01:42:52,2024/03/26 04:08:44,97.560%,10492,
4743122.1,6VTRX02,SKY58253+REV5,2024/03/29 08:50:27,2024/03/29 11:22:19,87.361%,8711,
4743122.,6VTRX02,SKY58253+REV5,2024/03/29 11:29:51,2024/03/29 11:55:49,92.098%,1101,
4743123.1,6VTRX02,SKY58253+REV5,2024/03/24 13:14:29,2024/03/24 14:35:02,96.691%,8674,
4743125.1,6VTRX02,SKY58253+REV5,2024/04/04 13:11:15,2024/04/04 14:06:21,97.305%,8683,
4743125.,6VTRX02,SKY58253+REV5,2024/04/04 14:07:50,2024/04/04 14:20:34,52.564%,234,
4743287.1,6VTRX02,SKY58083+REV6,2024/03/25 19:34:23,2024/03/25 21:16:10,95.535%,10324,
4743287.,6VTRX02,SKY58083+REV6,2024/03/25 21:34:24,2024/03/25 21:50:26,68.330%,461,
4743289.1,6VTRX02,SKY58083+REV6,2024/03/25 12:25:00,2024/03/25 14:40:19,97.060%,10613,
4743289.2,6VTRX02,SKY58083+REV6,2024/03/25 14:59:34,2024/03/25 15:30:00,82.552%,533,
4743290.1,6VTRX02,SKY58083+REV6,2024/03/26 00:07:52,2024/03/26 01:24:28,96.741%,10618,
4743290.,6VTRX02,SKY58083+REV6,2024/03/26 01:28:32,2024/03/26 01:40:51,79.191%,346,
4743317.1,6VTRX02,SKYA21055+REV6,2024/03/22 16:32:30,2024/03/22 17:21:51,99.209%,8469,
4743317.,6VTRX02,SKYA21055+REV6,2024/03/22 17:23:25,2024/03/22 17:29:34,85.075%,67,
4743318.1,6VTRX02,SKYA21055+REV6,2024/03/23 08:51:58,2024/03/23 10:34:50,99.092%,8480,
4743318.,6VTRX02,SKYA21055+REV6,2024/03/23 10:36:41,2024/03/23 10:44:17,81.818%,77,
4743320.1,6VTRX02,SKYA21055+REV6,2024/04/02 17:01:51,2024/04/02 18:54:29,99.843%,3818,
4743358.1,6VTRX02,SKY58253+REV5,2024/03/25 02:14:55,2024/03/25 04:13:09,96.102%,8696,
4743358.,6VTRX02,SKY58253+REV5,2024/03/25 04:18:15,2024/03/25 04:36:07,51.917%,339,
4743360.1,6VTRX02,SKY58253+REV5,2024/03/24 09:23:46,2024/03/24 11:39:25,96.989%,8668,
4743361.1,6VTRX02,SKY58253+REV5,2024/03/24 04:12:58,2024/03/24 05:14:49,95.205%,8717,
4743361.,6VTRX02,SKY58253+REV5,2024/03/24 05:18:00,2024/03/24 05:33:27,79.616%,417,
4743421.1,6VTRX02,SKYA21055+REV6,2024/03/22 22:28:06,2024/03/22 23:03:56,98.680%,7043,
4743421.,6VTRX02,SKYA21055+REV6,2024/03/22 23:08:04,2024/03/22 23:18:27,51.613%,93,
4743421.,6VTRX02,SKYA21055+REV6,2024/03/22 23:24:35,2024/03/22 23:41:12,77.778%,45,
4743533.1,6VTRX02,SKY58253+REV5,2024/03/24 14:43:17,2024/03/24 15:34:57,96.092%,4760,
4743534.1,6VTRX02,SKY58253+REV5,2024/03/24 11:53:30,2024/03/24 13:13:34,97.361%,7578,
4743976.1,6VTRX02,SKY58253+REV5,2024/03/25 08:10:10,2024/03/25 11:12:28,96.778%,8628,
4743976.2,6VTRX02,SKY58253+REV5,2024/03/25 11:14:32,2024/03/25 11:31:35,86.883%,648,
4743977.1,6VTRX02,SKY58253+REV5,2024/04/01 19:33:20,2024/04/01 20:28:31,96.342%,8612,
4743977.,6VTRX02,SKY58253+REV5,2024/04/01 20:33:00,2024/04/01 20:43:45,88.254%,315,
4743978.1,6VTRX02,SKY58253+REV5,2024/03/25 04:38:53,2024/03/25 06:12:10,95.534%,8575,
4743978.2,6VTRX02,SKY58253+REV5,2024/03/25 06:14:59,2024/03/25 06:27:16,74.869%,382,
4743979.1,6VTRX02,SKY58253+REV5,2024/03/24 07:39:40,2024/03/24 08:42:32,97.710%,8604,
4743980.1,6VTRX02,SKY58253+REV5,2024/03/23 23:08:11,2024/03/24 00:12:53,97.322%,8590,
4743980.,6VTRX02,SKY58253+REV5,2024/03/24 00:14:11,2024/03/24 00:26:24,75.652%,230,
4744048.1,6VTRX02,SKY58269+REV1,2024/03/26 18:51:21,2024/03/26 19:43:35,97.074%,4989,
4744049.1,6VTRX02,SKY58269+REV1,2024/03/26 08:59:25,2024/03/26 10:09:55,98.115%,9866,
4744050.1,6VTRX02,SKY58269+REV1,2024/03/26 13:02:34,2024/03/26 14:06:01,96.983%,10077,
4744341.1,6VTRX02,SKY58253+REV5,2024/03/25 00:27:39,2024/03/25 01:49:34,95.970%,8684,
4744341.,6VTRX02,SKY58253+REV5,2024/03/25 01:55:55,2024/03/25 02:13:42,59.829%,351,
4744937.1,6VTRX02,SKY58253+REV5,2024/03/31 16:24:06,2024/03/31 19:03:28,97.803%,8604,
4744937.2,6VTRX02,SKY58253+REV5,2024/03/31 13:17:44,2024/03/31 13:34:59,95.768%,638,
4744938.1,6VTRX02,SKY58253+REV5,2024/03/24 20:39:58,2024/03/24 22:52:34,95.817%,8679,
4744938.,6VTRX02,SKY58253+REV5,2024/03/24 22:57:59,2024/03/24 23:14:24,61.983%,363,
4745295.1,6VTRX02,SKY58253+REV5,2024/04/02 06:35:34,2024/04/02 08:01:52,97.233%,8674,
4745299.1,6VTRX02,SKY58253+REV5,2024/03/28 05:09:23,2024/03/28 07:09:40,95.523%,8645,
4745299.,6VTRX02,SKY58253+REV5,2024/03/28 07:17:19,2024/03/28 07:34:13,57.106%,387,
4745302.1,6VTRX02,SKY58253+REV5,2024/04/04 12:03:08,2024/04/04 12:57:33,98.492%,8753,
4745302.,6VTRX02,SKY58253+REV5,2024/04/04 12:59:46,2024/04/04 13:08:12,78.788%,132,
4745307.1,6VTRX02,SKY58269+REV1,2024/03/26 14:07:37,2024/03/26 16:26:15,97.251%,9820,
4745308.1,6VTRX02,SKY58269+REV1,2024/03/26 07:09:59,2024/03/26 08:44:55,97.416%,9829,
4745309.1,6VTRX02,SKY58269+REV1,2024/03/26 05:37:38,2024/03/26 07:06:56,96.831%,9972,
4745310.1,6VTRX02,SKY58269+REV1,2024/03/27 06:33:27,2024/03/27 07:44:43,96.557%,10020,
4745310.,6VTRX02,SKY58269+REV1,2024/03/27 07:47:45,2024/03/27 08:04:08,90.698%,344,
4745617.1,6VTRX02,SKY58253+REV5,2024/04/01 05:10:43,2024/04/01 07:21:07,97.882%,8499,
4745617.2,6VTRX02,SKY58253+REV5,2024/04/01 07:23:28,2024/04/01 07:48:27,92.486%,519,
4745618.1,6VTRX02,SKY58253+REV5,2024/04/03 04:02:12,2024/04/03 05:19:56,97.477%,8640,
4745618.,6VTRX02,SKY58253+REV5,2024/04/03 05:22:48,2024/04/03 05:32:13,79.817%,218,
4745662.1,6VTRX02,SKY58253+REV5,2024/04/05 14:21:19,2024/04/05 15:59:56,96.860%,8630,
4745662.,6VTRX02,SKY58253+REV5,2024/04/05 16:03:10,2024/04/05 16:16:14,88.192%,271,
4745663.1,6VTRX02,SKY58269+REV1,2024/03/26 11:45:05,2024/03/26 13:01:42,97.381%,10043,
4745995.1,6VTRX02,SKY58083+REV6,2024/03/26 04:11:00,2024/03/26 05:02:09,95.995%,5393,
4746011.1,6VTRX02,SKY58253+REV5,2024/04/01 23:49:10,2024/04/02 00:42:06,99.445%,8642,
4746014.1,6VTRX02,SKY58269+REV1,2024/03/26 10:58:31,2024/03/26 11:42:39,97.298%,6514,
4746015.1,6VTRX02,SKY58269+REV1,2024/03/27 08:06:36,2024/03/27 09:12:28,97.097%,8507,
4746649.1,6VTRX02,SKY58083+REV6,2024/03/29 02:01:56,2024/03/29 04:34:59,97.175%,9804,
4746649.,6VTRX02,SKY58083+REV6,2024/03/29 04:44:28,2024/03/29 04:57:49,60.650%,277,
4748156.1,6VTRX02,SKYA23011+REV1,2024/03/28 14:44:26,2024/03/28 17:06:43,98.718%,4991,
4750478.1,6VTRX02,SKY58253+REV5,2024/04/05 06:59:35,2024/04/05 08:01:24,97.302%,8635,
4750478.,6VTRX02,SKY58253+REV5,2024/04/05 08:04:34,2024/04/05 08:14:37,90.558%,233,
4751073.1,6VTRX02,SKY58253+REV5,2024/04/04 08:32:57,2024/04/04 10:11:06,97.775%,8675,
4751073.,6VTRX02,SKY58253+REV5,2024/04/04 10:13:17,2024/04/04 10:28:01,81.865%,193,
4751733.1,6VTRX02,SKY58253+REV5,2024/04/01 22:56:00,2024/04/01 23:46:06,98.969%,8732,
4751734.1,6VTRX02,SKY58253+REV5,2024/04/06 21:36:19,2024/04/06 22:37:54,97.840%,8752,
4751734.,6VTRX02,SKY58253+REV5,2024/04/06 22:40:59,2024/04/06 22:51:52,80.952%,189,
4751737.1,6VTRX02,SKY58253+REV5,2024/04/01 20:45:45,2024/04/01 21:50:31,98.800%,8664,
4751737.,6VTRX02,SKY58253+REV5,2024/04/01 21:52:38,2024/04/01 22:53:25,84.615%,104,
4752217.1,6VTRX02,SKY58253+REV5,2024/04/05 08:17:11,2024/04/05 10:04:53,98.782%,8702,
4752217.,6VTRX02,SKY58253+REV5,2024/04/05 10:06:36,2024/04/05 10:14:17,91.509%,106,
4752221.1,6VTRX02,SKY58253+REV5,2024/04/04 10:32:12,2024/04/04 11:38:24,98.807%,8714,
4752221.,6VTRX02,SKY58253+REV5,2024/04/04 11:52:12,2024/04/04 12:00:23,81.731%,104,
4752741.1,6VTRX02,SKY58253+REV5,2024/04/01 02:43:38,2024/04/01 04:29:19,98.721%,8676,
4752741.,6VTRX02,SKY58253+REV5,2024/04/01 04:32:58,2024/04/01 05:03:32,79.279%,111,
4752745.1,6VTRX02,SKY58253+REV5,2024/04/01 18:12:37,2024/04/01 19:18:45,98.459%,8698,
4752745.,6VTRX02,SKY58253+REV5,2024/04/01 19:21:08,2024/04/01 19:31:49,69.403%,134,
4753459.1,6VTRX02,SKY58253+REV5,2024/04/05 10:24:08,2024/04/05 11:29:47,98.222%,8718,
4753459.,6VTRX02,SKY58253+REV5,2024/04/05 11:34:22,2024/04/05 11:46:08,81.935%,155,
4753460.1,6VTRX02,SKY58253+REV5,2024/04/06 10:08:59,2024/04/06 11:15:12,98.490%,8610,
4754649.1,6VTRX02,SKY58253+REV5,2024/04/05 20:04:54,2024/04/05 22:13:46,98.543%,8650,
4754649.,6VTRX02,SKY58253+REV5,2024/04/05 22:21:09,2024/04/05 22:31:08,85.714%,126,
4754650.1,6VTRX02,SKY58253+REV5,2024/04/03 05:38:32,2024/04/03 07:50:01,97.671%,3220,
4754651.1,6VTRX02,SKY58253+REV5,2024/04/05 11:55:28,2024/04/05 12:52:43,97.739%,8670,
4754651.,6VTRX02,SKY58253+REV5,2024/04/05 12:54:37,2024/04/05 13:06:21,84.184%,196,
4754652.1,6VTRX02,SKY58253+REV5,2024/04/06 08:54:50,2024/04/06 10:04:34,97.779%,8690,
4754653.1,6VTRX02,SKY58253+REV5,2024/04/05 16:18:46,2024/04/05 18:16:04,94.709%,8618,
4754653.,6VTRX02,SKY58253+REV5,2024/04/05 18:20:13,2024/04/05 18:38:37,87.309%,457,
4754653.3,6VTRX02,SKY58253+REV5,2024/04/05 18:39:07,2024/04/05 18:47:05,95.890%,219,
4755077.1,6VTRX02,SKY58083+REV6,2024/04/02 19:30:12,2024/04/02 20:43:58,90.055%,4686,
4755077.,6VTRX02,SKY58083+REV6,2024/04/02 20:44:31,2024/04/02 21:06:53,85.408%,466,
4755079.1,6VTRX02,SKY58083+REV6,2024/04/04 22:50:50,2024/04/04 23:53:43,95.459%,5241,
4755079.,6VTRX02,SKY58083+REV6,2024/04/04 23:55:38,2024/04/05 00:08:54,27.731%,238,
4755085.1,6VTRX02,SKY58253+REV5,2024/04/06 14:51:49,2024/04/06 16:04:12,97.949%,8679,
4755085.,6VTRX02,SKY58253+REV5,2024/04/06 16:06:38,2024/04/06 16:16:39,84.916%,179,
4755086.1,6VTRX02,SKY58253+REV5,2024/04/04 06:32:57,2024/04/04 07:48:38,96.371%,8707,
4755086.,6VTRX02,SKY58253+REV5,2024/04/04 07:52:24,2024/04/04 08:27:48,84.810%,316,
4755087.1,6VTRX02,SKY58253+REV5,2024/04/06 04:39:45,2024/04/06 05:40:58,97.641%,8691,
4755087.,6VTRX02,SKY58253+REV5,2024/04/06 05:41:32,2024/04/06 06:05:36,59.804%,204,
4755088.1,6VTRX02,SKY58253+REV5,2024/04/05 18:52:37,2024/04/05 19:57:17,97.835%,8683,
4756336.1,6VTRX02,SKY58253+REV5,2024/04/06 22:56:25,2024/04/07 00:29:08,97.460%,8661,
4756336.,6VTRX02,SKY58253+REV5,2024/04/07 00:30:03,2024/04/07 00:43:14,59.361%,219,
4756337.1,6VTRX02,SKY58253+REV5,2024/04/06 06:09:32,2024/04/06 07:18:16,97.966%,8702,
4756337.,6VTRX02,SKY58253+REV5,2024/04/06 07:20:11,2024/04/06 07:31:08,86.441%,177,
4756339.1,6VTRX02,SKY58253+REV5,2024/04/07 05:09:45,2024/04/07 06:29:32,98.269%,8723,
4756339.2,6VTRX02,SKY58253+REV5,2024/04/07 06:32:51,2024/04/07 07:02:14,87.227%,321,
4756340.1,6VTRX02,SKY58253+REV5,2024/04/07 04:01:18,2024/04/07 04:54:29,98.126%,8751,
4756340.,6VTRX02,SKY58253+REV5,2024/04/07 04:55:36,2024/04/07 05:05:23,67.879%,165,
4757040.1,6VTRX02,SKY58253+REV5,2024/04/05 22:38:54,2024/04/05 23:36:17,97.480%,8612,
4757040.,6VTRX02,SKY58253+REV5,2024/04/05 23:40:00,2024/04/05 23:49:33,89.862%,217,
4757122.1,6VTRX02,SKY58253+REV5,2024/04/06 17:26:07,2024/04/06 18:20:55,98.326%,8661,
4757122.,6VTRX02,SKY58253+REV5,2024/04/06 18:23:20,2024/04/06 18:48:32,63.448%,145,
4757123.1,6VTRX02,SKY58253+REV5,2024/04/06 11:19:14,2024/04/06 12:12:38,98.639%,8671,
4757124.1,6VTRX02,SKY58253+REV5,2024/04/06 18:56:50,2024/04/06 19:46:11,98.632%,8624,
4757126.1,6VTRX02,SKY58253+REV5,2024/04/06 07:33:17,2024/04/06 08:39:58,97.976%,8694,
4757126.,6VTRX02,SKY58253+REV5,2024/04/06 08:43:17,2024/04/06 08:52:49,90.341%,176,
4757581.1,6VTRX02,SKY58083+REV6,2024/04/05 01:39:16,2024/04/05 03:32:37,96.811%,10347,
4757581.,6VTRX02,SKY58083+REV6,2024/04/05 03:39:24,2024/04/05 03:51:57,74.242%,330,
4757582.1,6VTRX02,SKY58083+REV6,2024/04/04 17:27:23,2024/04/04 19:22:56,97.766%,10340,
4757585.1,6VTRX02,SKY58083+REV6,2024/04/07 23:33:35,2024/04/08 01:10:31,95.774%,10482,
4757585.,6VTRX02,SKY58083+REV6,2024/04/08 01:12:19,2024/04/08 01:28:56,65.914%,443,
4757909.1,6VTRX02,SKY58253+REV5,2024/04/05 23:58:56,2024/04/06 01:30:30,98.113%,8693,
4757909.,6VTRX02,SKY58253+REV5,2024/04/06 01:33:23,2024/04/06 01:45:48,79.878%,164,
4757910.1,6VTRX02,SKY58253+REV5,2024/04/06 12:16:19,2024/04/06 13:35:58,99.090%,8678,
4757911.1,6VTRX02,SKY58253+REV5,2024/04/05 05:12:43,2024/04/05 06:36:35,92.874%,8700,
4757911.,6VTRX02,SKY58253+REV5,2024/04/05 06:40:35,2024/04/05 06:57:14,61.935%,620,
4757912.1,6VTRX02,SKY58253+REV5,2024/04/06 01:54:34,2024/04/06 04:23:44,98.428%,8716,
4757912.,6VTRX02,SKY58253+REV5,2024/04/06 04:25:03,2024/04/06 04:32:46,70.073%,137,
4757913.1,6VTRX02,SKY58253+REV5,2024/04/06 19:51:46,2024/04/06 21:32:36,98.494%,8700,
4757914.1,6VTRX02,SKY58253+REV5,2024/04/05 13:08:53,2024/04/05 14:14:40,97.656%,8704,
4758179.1,6VTRX02,SKY58083+REV6,2024/04/08 04:59:03,2024/04/08 07:16:35,96.031%,10783,
4758180.1,6VTRX02,SKY58083+REV6,2024/04/07 20:48:29,2024/04/07 23:14:01,95.736%,10788,
4758180.,6VTRX02,SKY58083+REV6,2024/04/07 23:15:32,2024/04/07 23:30:23,81.522%,460,
4758458.1,6VTRX02,SKY58253+REV5,2024/04/06 16:18:48,2024/04/06 17:21:00,98.406%,8719,
4758459.1,6VTRX02,SKY58253+REV5,2024/04/06 13:40:01,2024/04/06 14:45:10,98.647%,8723,
4758908.1,6VTRX02,SKY58083+REV6,2024/04/04 20:09:48,2024/04/04 22:19:51,97.482%,10761,
4758908.,6VTRX02,SKY58083+REV6,2024/04/04 22:23:23,2024/04/04 22:44:10,79.705%,271,
4758912.1,6VTRX02,SKY58083+REV6,2024/04/04 15:44:54,2024/04/04 17:10:07,96.728%,10849,
4758912.,6VTRX02,SKY58083+REV6,2024/04/04 17:12:37,2024/04/04 17:24:29,78.873%,355,
4759655.1,6VTRX02,SKY58253+REV5,2024/04/07 02:19:02,2024/04/07 03:46:59,98.172%,8641,
4759655.,6VTRX02,SKY58253+REV5,2024/04/07 03:49:15,2024/04/07 03:56:58,76.582%,158,
4759656.1,6VTRX02,SKY58253+REV5,2024/04/07 00:50:43,2024/04/07 01:49:06,97.930%,8648,
4759656.,6VTRX02,SKY58253+REV5,2024/04/07 01:49:42,2024/04/07 01:58:26,70.391%,179,
4759850.1,6VTRX02,SKY58083+REV6,2024/04/05 00:13:11,2024/04/05 01:20:14,95.549%,5370,
4759850.,6VTRX02,SKY58083+REV6,2024/04/05 01:23:06,2024/04/05 01:31:16,52.301%,239,
4762006.1,6VTRX02,SKY58253+REV5,2024/04/07 18:33:45,2024/04/07 19:24:51,98.941%,8691,
4762459.1,6VTRX02,SKY58083+REV6,2024/04/10 04:23:26,2024/04/10 04:53:51,94.725%,2616,
4762465.1,6VTRX02,SKY58083+REV6,2024/04/08 02:55:32,2024/04/08 04:33:03,95.136%,5325,
4762465.,6VTRX02,SKY58083+REV6,2024/04/08 04:35:12,2024/04/08 04:45:15,56.757%,259,
4762977.1,6VTRX02,SKY58083+REV6,2024/04/08 01:38:24,2024/04/08 02:25:49,96.806%,5353,
4762977.,6VTRX02,SKY58083+REV6,2024/04/08 02:30:12,2024/04/08 02:38:14,87.719%,171,
4763814.1,6VTRX02,SKY58083+REV6,2024/04/10 02:16:05,2024/04/10 04:07:56,97.530%,10646,
4763814.,6VTRX02,SKY58083+REV6,2024/04/10 04:09:32,2024/04/10 04:22:12,73.384%,263,
4764912.1,6VTRX02,SKY58083+REV6,2024/04/10 05:10:55,2024/04/10 06:19:01,97.991%,4032,
4764913.1,6VTRX02,SKY58083+REV6,2024/04/10 00:25:06,2024/04/10 01:59:42,96.412%,10815,
4764913.,6VTRX02,SKY58083+REV6,2024/04/10 02:01:16,2024/04/10 02:14:46,72.165%,388,
GR&R RAYON EN EL PAD-1,6VTRX02,SKYA21055+REV6,2024/03/28 00:34:29,2024/03/28 01:22:06,0.000%,10,
GR&R RAYON EN EL PAD-2,6VTRX02,SKYA21055+REV6,2024/03/28 01:22:40,2024/03/28 01:28:57,40.000%,10,
GR&R RAYON EN EL PAD-3,6VTRX02,SKYA21055+REV6,2024/03/28 01:38:20,2024/03/28 01:46:37,30.000%,10,
GR&R RAYON EN EL PAD-NE-1,6VTRX02,SKYA21055+REV6,2024/03/28 04:12:14,2024/03/28 04:15:11,50.000%,10,
GR&R RAYON EN EL PAD-NE-2,6VTRX02,SKYA21055+REV6,2024/03/28 04:15:53,2024/03/28 04:19:04,OTAL INSPECTED : 0             Total Yield :   0.000%,0,
TESS,6VTRX02,SKYA23011+REV1,2024/03/27 15:36:48,2024/03/27 15:36:53,OTAL INSPECTED : 0             Total Yield :   0.000%,0,
